schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,submission_index,submission_id,doc_ids,rows,token_count,input_token_count,output_token_count,service_s,service_start_epoch_s,service_end_epoch_s
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,14,901:batch:14,1000223;1000224;1000225;1000226;1000227;1000228;1000229;1000230;1000231;1000232;1000233;1000234;1000235;1000236;1000237;1000238,16,1380,817,200,2.084814000001643,1785004685.8377094,1785004687.9222007
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,15,901:batch:15,1000239;1000240;1000241;1000242;1000243;1000244;1000245;1000246;1000247;1000248;1000249;1000250;1000251;1000252;1000253;1000254,16,2112,1150,190,2.207629700002144,1785004685.8398082,1785004688.0471718
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,16,901:batch:16,1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000267;1000268;1000269;1000270,16,4791,2231,218,1.4799914999966859,1785004687.1144457,1785004688.5942674
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,17,901:batch:17,1000271;1000272;1000273;1000274;1000275;1000276;1000277;1000278;1000279;1000280;1000281;1000282;1000283;1000284;1000285;1000286,16,984,619,195,1.4428359999947133,1785004687.1515756,1785004688.5942674
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,18,901:batch:18,1000287;1000288;1000289;1000290;1000291;1000292;1000293;1000294;1000295;1000296;1000297;1000298;1000299;1000300;1000301;1000302,16,1923,1377,183,1.2847607000003336,1785004687.3325148,1785004688.6169605
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,19,901:batch:19,1000303;1000304;1000305;1000306;1000307;1000308;1000309;1000310;1000311;1000312;1000313;1000314;1000315;1000316;1000317;1000318,16,1402,877,196,1.0458476999992854,1785004687.6049235,1785004688.6508334
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,20,901:batch:20,1000319;1000320;1000321;1000322;1000323;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334,16,1723,819,186,1.167291900004784,1785004687.8706715,1785004689.0380447
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,21,901:batch:21,1000335;1000336;1000337;1000338;1000339;1000340;1000341;1000342;1000343;1000344;1000345;1000346;1000347;1000348;1000349;1000350,16,3565,1388,188,1.2809292999954778,1785004687.9116027,1785004689.1928022
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,22,901:batch:22,1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1000360;1000361;1000362;1000363;1000364;1000365;1000366,16,1107,731,211,1.2836939999979222,1785004687.928875,1785004689.2127016
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,23,901:batch:23,1000367;1000368;1000369;1000370;1000371;1000372;1000373;1000374;1000375;1000376;1000377;1000378;1000379;1000380;1000381;1000382,16,1596,1048,214,1.1600840999963111,1785004688.0524335,1785004689.2127016
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,24,901:batch:24,1000383;1000384;1000385;1000386;1000387;1000388;1000389;1000390;1000391;1000392;1000393;1000394;1000395;1000396;1000397;1000398,16,3156,1675,157,0.9729569999981322,1785004688.6010578,1785004689.5739222
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,25,901:batch:25,1000399;1000400;1000401;1000402;1000403;1000404;1000405;1000406;1000407;1000408;1000409;1000410;1000411;1000412;1000413;1000414,16,784,393,202,1.0025781999938772,1785004688.6021094,1785004689.604808
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,26,901:batch:26,1000415;1000416;1000417;1000418;1000419;1000420;1000421;1000422;1000423;1000424;1000425;1000426;1000427;1000428;1000429;1000430,16,790,422,196,0.9513805000024149,1785004688.622824,1785004689.5739222
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,27,901:batch:27,1000431;1000432;1000433;1000434;1000435;1000436;1000437;1000438;1000439;1000440;1000441;1000442;1000443;1000444;1000445;1000446,16,755,367,200,0.9471418000030098,1785004688.6577184,1785004689.604808
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,28,901:batch:28,1000447;1000448;1000449;1000450;1000451;1000452;1000453;1000454;1000455;1000456;1000457;1000458;1000459;1000460;1000461;1000462,16,1516,851,195,0.7505229000016698,1785004689.043259,1785004689.7932718
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,29,901:batch:29,1000463;1000464;1000465;1000466;1000467;1000468;1000469;1000470;1000471;1000472;1000473;1000474;1000475;1000476;1000477;1000478,16,987,543,200,1.3146935000040685,1785004689.1987195,1785004690.5132897
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,30,901:batch:30,1000479;1000480;1000481;1000482;1000483;1000484;1000485;1000486;1000487;1000488;1000489;1000490;1000491;1000492;1000493;1000494,16,867,508,200,1.309470500003954,1785004689.2190135,1785004690.5282817
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,31,901:batch:31,1000495;1000496;1000497;1000498;1000499;1000500;1000501;1000502;1000503;1000504;1000505;1000506;1000507;1000508;1000509;1000510,16,1440,747,180,1.2936246000026586,1785004689.2194998,1785004690.5132897
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,32,901:batch:32,1000511;1000512;1000513;1000514;1000515;1000516;1000517;1000518;1000519;1000520;1000521;1000522;1000523;1000524,14,5863,4067,178,1.5138883999970858,1785004689.5797725,1785004691.0939631
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,33,901:batch:33,1000525;1000526;1000527;1000528;1000529;1000530;1000531;1000532;1000533;1000534;1000535;1000536;1000537;1000538;1000539;1000540,16,3692,2108,215,1.555715299997246,1785004689.5813603,1785004691.1367705
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,34,901:batch:34,1000541;1000542;1000543;1000544;1000545;1000546;1000547;1000548;1000549;1000550;1000551;1000552;1000553;1000554;1000555;1000556,16,1899,1181,194,1.605158999998821,1785004689.6119018,1785004691.2172875
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,35,901:batch:35,1000557;1000558;1000559;1000560;1000561;1000562;1000563;1000564;1000565;1000566;1000567;1000568;1000569;1000570;1000571;1000572,16,854,473,188,1.5234584999998333,1785004689.613478,1785004691.1367705
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,36,901:batch:36,1000573;1000574;1000575;1000576;1000577;1000578;1000579;1000580;1000581;1000582;1000583;1000584;1000585;1000586;1000587;1000588,16,440,146,185,1.417950800001563,1785004689.799018,1785004691.2172875
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,37,901:batch:37,1000589;1000590;1000591;1000592;1000593;1000594;1000595;1000596;1000597;1000598;1000599;1000600;1000601;1000602;1000603;1000604,16,2899,2068,192,1.6133203000063077,1785004690.5201812,1785004692.1334114
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,38,901:batch:38,1000605;1000606;1000607;1000608;1000609;1000610;1000611;1000612;1000613;1000614;1000615;1000616;1000617;1000618;1000619;1000620,16,1470,980,208,1.4639767999979085,1785004690.521226,1785004691.9849646
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,39,901:batch:39,1000621;1000622;1000623;1000624;1000625;1000626;1000627;1000628;1000629;1000630;1000631;1000632;1000633;1000634;1000635;1000636,16,1253,818,204,1.3013464999967255,1785004690.534032,1785004691.8350472
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,40,901:batch:40,1000637;1000638;1000639;1000640;1000641;1000642;1000643;1000644;1000645;1000646;1000647;1000648;1000649;1000650;1000651;1000652,16,1200,734,195,1.7915863000016543,1785004691.0995529,1785004692.8907917
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,41,901:batch:41,1000653;1000654;1000655;1000656;1000657;1000658;1000659;1000660;1000661;1000662;1000663;1000664;1000665;1000666;1000667;1000668,16,1464,954,192,1.7931602999960887,1785004691.1430998,1785004692.9361877
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,42,901:batch:42,1000669;1000670;1000671;1000672;1000673;1000674;1000675;1000676;1000677;1000678;1000679;1000680;1000681;1000682;1000683;1000684,16,3505,1364,189,1.963568999999552,1785004691.1436853,1785004693.107073
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,43,901:batch:43,1000685;1000686;1000687;1000688;1000689;1000690;1000691;1000692;1000693;1000694;1000695;1000696;1000697;1000698,14,6136,2285,160,2.1273191000000224,1785004691.2233195,1785004693.3503675
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,44,901:batch:44,1000699;1000700;1000701;1000702;1000703;1000704;1000705;1000706;1000707;1000708;1000709;1000710;1000711;1000712;1000713;1000714,16,3568,1567,176,2.1411840000000666,1785004691.22541,1785004693.366463
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,45,901:batch:45,1000715;1000716;1000717;1000718;1000719;1000720;1000721;1000722;1000723;1000724;1000725;1000726;1000727;1000728;1000729;1000730,16,2646,1972,215,1.5648461999953724,1785004691.8408096,1785004693.4054937
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,46,901:batch:46,1000731;1000732;1000733;1000734;1000735;1000736;1000737;1000738;1000739;1000740;1000741;1000742;1000743;1000744;1000745;1000746,16,3971,1927,205,1.5438521000032779,1785004691.9908912,1785004693.5347228
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,47,901:batch:47,1000747;1000748;1000749;1000750;1000751;1000752;1000753;1000754;1000755;1000756;1000757;1000758;1000759;1000760;1000761;1000762,16,869,498,203,1.3948996999970404,1785004692.140011,1785004693.5347228
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,48,901:batch:48,1000763;1000764;1000765;1000766;1000767;1000768;1000769;1000770;1000771;1000772;1000773;1000774;1000775;1000776;1000777;1000778,16,2516,1887,216,1.5523333999954048,1785004692.8965826,1785004694.4491909
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,49,901:batch:49,1000779;1000780;1000781;1000782;1000783;1000784;1000785;1000786;1000787;1000788;1000789;1000790;1000791;1000792;1000793;1000794,16,657,335,203,1.5343193999942741,1785004692.9429946,1785004694.476971
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,50,901:batch:50,1000795;1000796;1000797;1000798;1000799;1000800;1000801;1000802;1000803;1000804;1000805;1000806;1000807;1000808;1000809;1000810,16,2067,984,187,1.3800449000045774,1785004693.1129537,1785004694.4934566
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,51,901:batch:51,1000811;1000812;1000813;1000814;1000815;1000816;1000817;1000818;1000819;1000820;1000821;1000822;1000823;1000824;1000825;1000826,16,1590,524,214,1.3944669000047725,1785004693.3564236,1785004694.750944
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,52,901:batch:52,1000827;1000828;1000829;1000830;1000831;1000832;1000833;1000834;1000835;1000836;1000837;1000838;1000839;1000840;1000841;1000842,16,3025,1592,183,1.4371855999997933,1785004693.3719883,1785004694.8097134
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,53,901:batch:53,1000843;1000844;1000845;1000846;1000847;1000848;1000849;1000850;1000851;1000852;1000853;1000854;1000855;1000856;1000857;1000858,16,3673,2595,212,1.5518262999976287,1785004693.41154,1785004694.963494
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,54,901:batch:54,1000859;1000860;1000861;1000862;1000863;1000864;1000865;1000866;1000867;1000868;1000869;1000870;1000871;1000872;1000873;1000874,16,4183,2531,198,1.5786219000001438,1785004693.5413907,1785004695.1201932
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,55,901:batch:55,1000875;1000876;1000877;1000878;1000879;1000880;1000881;1000882;1000883;1000884;1000885;1000886;1000887;1000888;1000889;1000890,16,1015,609,212,1.4209638000029372,1785004693.5424488,1785004694.963494
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,56,901:batch:56,1000891;1000892;1000893;1000894;1000895;1000896;1000897;1000898;1000899;1000900;1000901;1000902;1000903;1000904;1000905;1000906,16,983,568,216,0.892430100000638,1785004694.4545987,1785004695.3474977
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,57,901:batch:57,1000907;1000908;1000909;1000910;1000911;1000912;1000913;1000914;1000915;1000916;1000917;1000918;1000919;1000920;1000921;1000922,16,785,433,205,0.9035160999992513,1785004694.4822905,1785004695.3858244
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,58,901:batch:58,1000923;1000924;1000925;1000926;1000927;1000928;1000929;1000930;1000931;1000932;1000933;1000934;1000935;1000936;1000937;1000938,16,1458,1013,204,0.8876557000039611,1785004694.4980693,1785004695.386183
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,59,901:batch:59,1000939;1000940;1000941;1000942;1000943;1000944;1000945;1000946;1000947;1000948;1000949;1000950;1000951;1000952;1000953;1000954,16,1948,1085,196,0.797121600000537,1785004694.7572846,1785004695.5541656
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,60,901:batch:60,1000955;1000956;1000957;1000958;1000959;1000960;1000961;1000962;1000963;1000964;1000965;1000966;1000967;1000968;1000969;1000970,16,2018,1102,201,0.7615132999999332,1785004694.8155646,1785004695.5774555
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,61,901:batch:61,1000971;1000972;1000973;1000974;1000975;1000976;1000977;1000978;1000979;1000980;1000981;1000982;1000983;1000984;1000985;1000986,16,746,407,194,0.6439413999978569,1785004694.9702976,1785004695.6141555
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,62,901:batch:62,1000987;1000988;1000989;1000990;1000991;1000992;1000993;1000994;1000995;1000996;1000997;1000998;1000999;1001000;1001001;1001002,16,903,477,188,0.6430776000051992,1785004694.9708314,1785004695.6141555
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,63,901:batch:63,1001003;1001004;1001005;1001006;1001007;1001008;1001009;1001010;1001011;1001012;1001013;1001014;1001015;1001016;1001017;1001018,16,752,417,211,0.5115202000015415,1785004695.1270442,1785004695.6387122
2,output_aware_bfd_1024_20260726,warmup,1,901,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,64,901:batch:64,1001019;1001020;1001021;1001022;1001023,5,588,363,63,0.3467030000028899,1785004695.3545766,1785004695.701302
